filename,work_title,creator_name,creator_type,creator_url,source_name,license_name,license_url,credit_basis,modifications,verified_on,notes
ossiano-01.jpg,,Atlantis The Palm,organization,,The National,,,creator_credit,Resized for web display and shown with responsive cropping.,2026-08-13,The National explicitly credits Atlantis The Palm for the image.
ossiano-02.jpg,,,,,ossiano.info,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
almahara-01.jpg,,,,,Jumeirah,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
almahara-02.jpg,,,,,Jumeirah,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
almahara-03.jpg,,,,,Jumeirah,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
dits-01.jpg,,,,,Dinner in the Sky Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
dits-02.jpg,,,,,Dinner in the Sky Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
dits-03.jpg,,,,,Dinner in the Sky Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
sevenpaintings-01.jpg,,,,,Dinner Tales,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
sevenpaintings-02.jpg,,,,,Dinner Tales,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
sevenpaintings-03.jpg,,,,,Dinner Tales,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
thepods-01.jpg,,,,,The Pods,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
thepods-02.jpg,,,,,The Pods,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
thepods-03.jpg,,,,,The Pods,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
supperclubs-01.jpg,,Romain Gal,person,,Unsplash,Unsplash License,https://unsplash.com/license,stock_license,Resized for web display and shown with responsive cropping.,2026-08-13,Creator and current Unsplash license recorded for voluntary attribution.
supperclubs-02.jpg,,Tetiana Thiel,person,,Unsplash,Unsplash License,https://unsplash.com/license,stock_license,Resized for web display and shown with responsive cropping.,2026-08-13,Creator and current Unsplash license recorded for voluntary attribution.
lecole-01.jpg,,,,,"L’ÉCOLE, School of Jewelry Arts",,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
lecole-02.jpg,,,,,"L’ÉCOLE, School of Jewelry Arts",,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
lecole-03.jpg,,,,,"L’ÉCOLE, School of Jewelry Arts",,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
lecole-04.jpg,,,,,"L’ÉCOLE, School of Jewelry Arts",,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
chipcarving-01.jpg,,,,,Tashkeel,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
chipcarving-02.jpg,Carvingknives,Kaiserb,person,https://en.wikipedia.org/wiki/User:Kaiserb,Wikimedia Commons,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
chipcarving-03.jpg,ChipCarving,Jonathunder,person,https://commons.wikimedia.org/wiki/User:Jonathunder,Wikimedia Commons,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,creative_commons,Resized for web display and shown with responsive cropping. Local adaptation remains under the same license.,2026-08-13,Metadata verified from the Wikimedia Commons API.
limba-01.jpg,,,,,Limba Ceramics,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
limba-02.jpg,,,,,Limba Ceramics,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
limba-03.jpg,,,,,Limba Ceramics,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
limba-04.jpg,,,,,Limba Ceramics,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
slab-01.jpg,,,,,Yango Maps,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
slab-02.jpg,,,,,Yango Maps,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
slab-03.jpg,,,,,Yango Maps,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
oolalab-01.jpg,,,,,Oo La Lab,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
oolalab-02.jpg,,,,,Oo La Lab,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
oolalab-03.jpg,,,,,Oo La Lab,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
oolalab-04.jpg,,,,,Oo La Lab,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
mirzam-01.jpg,,,,,Mirzam Chocolate Makers,,,source_credit,Cropped and resized for web display.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
mirzam-02.jpg,,,,,Mirzam Chocolate Makers,,,source_credit,Converted to JPEG and resized for web display; shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
mirzam-03.jpg,,,,,Mirzam Chocolate Makers,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
procreate-01.jpg,,,,,iMore,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
procreate-02.jpg,,,,,Franckie Alarcon,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
gemology-01.jpg,,,,,"L’ÉCOLE, School of Jewelry Arts",,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
gemology-02.jpg,,,,,"L’ÉCOLE, School of Jewelry Arts",,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
gemology-03.jpg,,,,,"L’ÉCOLE, School of Jewelry Arts",,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
makerspace-01.jpg,,,,,Dubai Design Week,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
makerspace-02.jpg,,,,,Dubai Design Week,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
topchef-01.jpg,,,,,Top Chef Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
topchef-02.jpg,,,,,Top Chef Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
topchef-03.jpg,,,,,Top Chef Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
topchef-04.jpg,,,,,Top Chef Dubai,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
ruya-01.jpg,,,,,SevenRooms,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
ruya-02.jpg,,,,,Rüya,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
ruya-03.jpg,,,,,Rüya,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
patisserie-01.jpg,,,,,Maison Fleuret,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
patisserie-02.jpg,,,,,Maison Fleuret,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
patisserie-03.jpg,,,,,Banyan Tree,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
spicespoons-01.jpg,,,,,Anantara,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
spicespoons-02.jpg,,,,,Anantara,,,source_credit,Resized for web display and shown with responsive cropping.,2026-08-13,Creator or reusable license was not identified; credit the recorded source without implying permission.
